1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
1.5948,2.003,1.8609,2.4233,2.2121,1.6699,2.5652,1.9333,1.5527,1.1113,2.2941,1.3836,3.2829,1.3734,1.4242,3.6552,1.2268,2.2247,2.3634,2.9248,1.5445,1.3863,1.7942,1.463,1.9785,1.2216,2.3434,1.9595,1.9563,2.3249,1.2994,1.669,1.0906,1.6597,1.6377,2.0775,2.9818,1.8807,1.761,0.83061,1.3524,2.0247,1.5262,2.2672,2.7074,2.6253,1.0289,1.8656,2.886,1.5405,2.3037,1.9495,1.9501,3.1872,1.8107,2.3415,2.3383,2.4318,1.1502,1.7986,1.5982,1.4397,1.7543,2.2389,1.5955,1.7908,1.4663,1.0939,1.5739,1.165,2.6626,1.6909,1.5758,3.2746,1.334,2.3923,2.3178,1.5776,1.3082,2.2836,1.7581,1.4609,1.6744,1.4143,2.5776,2.2248,2.583,1.5883,0.99271,3.6321
1.5908,1.3311,1.2881,2.8496,2.2222,4.3913,2.8673,NA,1.1434,NA,1.2721,5.1551,2.6639,3.4,2.2081,1.0267,2.2179,0.98868,0.91549,1.6072,2.8163,1.4069,4.8306,0.91537,1.2736,1.1489,1.0711,1.3825,1.2518,1.7882,1.5327,2.1457,1.6447,0.91191,3.5009,1.135,1.2079,1.064,1.4669,1.0401,1.2599,1.5515,1.2667,2.7604,4.0345,1.1305,3.1664,1.5936,2.2822,1.6209,1.1164,1.3254,1.9355,1.4982,1.7613,3.2027,1.3954,2.6967,0.97172,2.719,1.0648,1.3634,2.0386,1.2697,1.9759,2.1999,2.0925,0.99233,0.97745,2.4787,0.99246,1.2938,1.3392,1.1983,1.5807,1.3851,1.7977,1.2865,1.5344,1.5472,1.6616,1.2333,1.0602,1.5577,3.8099,1.4283,0.92877,1.351,0.8589,1.16
2.0688,2.1069,1.9892,1.9908,2.7857,2.194,2.5124,2.8066,2.8017,1.8226,3.0534,NA,2.1332,2.4218,1.6568,1.8238,2.8716,2.0584,2.2058,2.3164,2.4756,1.9143,1.7115,2.1025,1.7278,1.8067,1.9788,3.325,2.3152,2.0581,2.3552,1.9928,1.9257,2.5668,2.0528,2.4843,1.9394,2.2102,2.3726,1.9866,2.0364,1.7649,1.7789,NA,3.1686,1.9745,2.0801,2.7001,3.46,1.9028,2.2716,1.4943,2.4051,1.897,2.0736,2.133,1.6741,1.6734,1.8464,1.9027,2.029,1.6344,2.6122,1.9916,1.9929,1.6426,1.8512,1.5959,3.1638,2.1861,2.006,3.0681,2.0476,2.2127,2.2796,1.7915,1.6685,1.6873,1.6114,1.8127,1.7994,1.9604,2.0237,1.842,1.6942,2.1011,1.8185,1.5837,1.6779,1.6273
0.41599,0.98793,1.1309,1.2314,1.548,1.7422,2.9921,3.5684,1.2981,1.7686,0.94843,2.3936,1.7145,3.1057,1.0215,1.0151,1.0483,0.94109,1.4058,2.2712,2.622,1.3938,0.87358,1.999,2.1841,1.7938,0.86374,0.88755,1.9978,3.4635,2.622,1.5505,2.3772,1.1805,0.83853,1.1106,1.4078,1.6836,1.0495,3.302,0.99329,1.5149,1.8115,0.82776,1.9043,0.8406,2.8949,1.8006,1.6882,2.1707,1.0249,2.2313,1.0954,1.1476,2.3781,2.9912,1.9194,0.98474,0.77321,1.8493,0.52702,2.2369,1.5947,1.6795,1.2162,1.1657,0.98144,0.93436,0.91383,0.65045,1.9435,1.5054,2.149,2.1185,0.97095,3.7604,1.4901,1.8137,1.999,1.565,1.4535,1.9262,1.4798,1.5087,0.73974,1.0203,1.0449,1.5931,1.1817,1.6495
1.0921,1.444,1.6194,1.5384,2.485,2.2649,2.036,2.1739,2.4291,1.5312,1.4411,1.3023,1.7695,1.9269,1.7184,2.1389,1.0196,1.9751,1.1566,2.3384,2.2879,1.4115,1.718,1.8131,1.1762,1.9183,1.9709,1.2465,1.7051,1.9371,1.8872,1.8702,0.75926,1.0844,1.1519,1.3524,0.94157,1.3367,1.0128,0.99119,1.7416,1.1331,1.1322,1.9245,1.6861,1.8678,1.2076,1.6362,1.243,1.317,1.2258,1.5999,1.5722,1.6222,1.1757,1.2498,1.5674,1.2675,1.8631,1.0748,0.76632,1.9244,1.0397,1.1049,1.0648,1.0971,1.2432,1.0152,1.0326,1.3343,1.2535,1.461,0.70032,1.4609,0.48598,1.1162,1.7783,1.17,0.87727,1.7941,0.55571,1.2665,1.319,0.92921,0.89965,1.0237,1.2781,1.3494,2.1546,1.9892
0.7953,0.5217,1.7519,1.878,2.1613,1.3659,1.625,1.0663,1.7662,1.7798,1.3789,0.99092,1.8777,NA,1.4448,0.99179,1.1398,1.7265,2.0087,1.4403,1.8708,0.86685,1.0398,1.0746,1.2734,1.4258,0.90546,0.90276,1.4907,1.8831,1.3855,1.4,1.0849,1.2598,1.3679,1.1549,1.0763,1.0464,1.3507,0.73465,0.99887,0.98514,1.28,0.95173,1.1974,0.90508,0.94926,0.88365,2.3318,0.94179,0.9671,1.0434,1.3168,0.71679,1.1087,1.2901,1.3581,0.99662,0.82155,0.86439,0.95288,0.82857,0.77877,1.2285,0.92844,0.96009,1.1155,0.91614,0.83225,1.34,0.87084,0.80327,0.84653,0.94769,0.91173,0.85275,0.77562,1.8802,1.0428,0.96002,0.96178,1.5316,1.0222,0.84701,0.73359,1.1018,0.90292,1.103,1.3672,0.9644
0.94519,1.1254,1.2305,1.1014,1.3577,2.1311,2.0668,2.625,1.5023,2.2968,1.5882,2.0579,0.95098,3.9112,1.9301,1.4825,1.7169,1.1137,3.212,1.1301,1.1948,2.4401,1.55,0.90738,1.5482,1.9758,0.55175,3.3228,0.99453,0.55408,1.3069,2.661,1.7446,2.0356,2.2105,2.042,2.3324,0.56038,1.3479,0.97567,1.0222,1.8108,1.2105,2.1179,2.4387,0.99903,3.119,NA,1.3054,0.75136,1.4127,1.4429,0.51836,3.9711,0.55026,1.6219,0.79922,0.57121,1.5254,0.51305,1.4925,1.9333,0.99738,1.5356,1.1836,0.6497,1.7921,1.2634,2.0197,0.95638,2.2391,2.9729,1.2777,1.1125,0.49572,2.7362,0.65032,2.5174,0.71167,1.7645,1.8846,1.553,1.2109,1.4034,1.3345,0.80845,0.72506,0.70832,1.9088,2.5234
1.683,0.77952,1.8927,1.2587,2.0019,1.4969,0.99722,1.7456,1.7009,NA,1.4189,1.199,1.7213,1.9536,NA,0.53036,1.0741,1.7021,1.4377,1.5105,1.0446,1.8867,1.4634,1.352,0.52878,0.85741,1.4521,1.1549,1.5572,1.0036,1.7252,1.6124,0.66248,1.9259,0.29153,1.6052,1.1662,1.3254,2.8472,2.1526,1.4422,0.81048,3.0253,2.3232,1.5796,0.99897,2.1291,2.6094,1.3358,0.35941,1.9129,1.1555,0.3383,0.6474,1.5576,1.1734,1.4483,1.5629,0.86449,1.3645,0.85995,0.38017,1.6876,1.4883,0.70474,0.89844,0.6035,1.0073,0.26947,0.76145,0.91181,1.9267,1.6095,0.55809,2.0928,2.0485,0.95454,1.2765,1.6414,1.2097,0.39549,1.1325,0.32574,0.98635,1.4331,0.5372,1.3042,2.1441,1.0767,1.3418
1.4051,0.62998,4.6016,0.52244,0.63929,NA,0.76712,0.43804,3.795,1.0553,1.8972,2.0733,1.5873,1.4866,1.4813,1.6862,1.6871,2.2136,2.575,1.8809,0.85043,2.9237,1.5028,0.64708,1.6264,0.82193,0.48445,3.3044,1.4167,1.3746,1.9778,2.697,1.8176,3.5323,2.2161,4.4871,1.6283,1.8258,4.072,1.3536,1.4381,1.1661,2.6097,2.1324,2.3515,1.6712,2.3648,2.5212,0.63147,1.2253,0.89192,0.74019,1.1973,0.88778,1.0618,1.3772,2.3209,1.1605,1.248,0.60057,0.48069,0.77288,1.9438,1.7496,1.492,0.68512,1.1095,1.4698,3.2339,0.622,0.65152,2.2107,1.3874,1.2096,2.096,0.48136,0.75621,1.1584,4.4069,1.478,0.87424,1.389,1.3279,2.325,0.82172,1.3589,0.45501,2.1139,1.6694,0.52076
1.4229,0.72701,0.96352,1.3168,NA,0.76525,0.5349,1.1178,1.4634,0.63687,0.67316,1.7565,0.62445,1.0139,0.78499,1.2815,0.4776,0.44989,0.85086,0.71552,0.61448,0.9609,0.52483,0.63286,1.6247,0.63799,0.56361,0.65543,1.2569,0.53313,1.1904,0.63597,0.72721,0.47824,0.75306,0.4945,0.57837,0.71226,0.51877,1.3332,1.7674,1.3013,1.2016,0.6015,0.70991,0.5929,0.57657,0.42023,0.53967,0.68218,0.84804,1.7589,0.47661,0.40584,0.60561,0.46319,0.5559,0.44661,0.3978,0.44896,0.41377,0.45213,1.3013,0.49967,0.67194,0.46246,0.32823,0.51216,0.33681,0.52545,0.49891,0.57133,0.35076,0.34139,0.57912,1.7304,1.4179,0.57637,1.1974,0.36246,0.48359,0.47453,0.4733,0.55125,0.35914,0.67042,0.60395,0.59634,0.48409,0.49841
1.6656,1.6689,1.6101,2.4283,1.83,1.769,3.0409,1.4889,1.1186,2.2539,1.0414,1.3484,1.4378,1.4124,1.1849,1.3372,1.3422,1.0276,1.4562,1.2344,1.6553,1.3006,1.6327,1.3335,1.3815,1.799,1.5659,1.278,3.0894,0.99502,1.6385,2.1876,1.2979,1.6971,1.2899,1.3256,1.2261,1.8101,2.1411,1.7735,1.564,1.3965,1.2845,NA,1.5849,1.4982,1.381,2.7226,1.8087,1.084,1.2458,2.3157,1.6546,2.0531,1.3171,1.277,1.4062,1.8458,1.7062,0.87434,1.1287,2.5216,1.7686,1.4732,1.4863,1.1068,NA,3.5408,1.8079,1.3265,1.6069,0.91065,3.0797,1.1795,1.8402,1.2121,1.4051,2.2573,1.1935,1.7538,1.98,2.4972,1.884,NA,2.368,1.62,1.6657,1.9217,1.1431,1.168
0.43645,1.7008,0.45023,3.2352,0.46769,0.65111,0.88443,2.1123,0.60613,1.7611,2.0029,2.8405,0.61559,1.5415,2.0318,2.4513,NA,0.61005,0.56152,1.2809,0.73715,2.5941,2.1444,1.0561,0.66853,0.54789,2.2438,0.48055,1.1879,0.70319,1.2629,3.0739,1.8882,0.84372,0.51588,0.25881,0.89146,0.65511,1.5857,0.34537,0.70165,0.81923,0.26245,0.89322,0.27382,0.87585,0.37336,1.4993,1.2718,1.3189,2.8812,0.45348,0.48682,0.72155,0.28813,0.54711,0.46748,0.94476,0.59081,0.46784,0.33757,0.49979,0.59243,0.36565,1.3281,0.91664,1.6544,0.42687,1.9175,0.52018,0.28562,0.57748,0.88125,0.9589,0.49709,1.6631,0.36187,0.37776,0.32004,0.33338,0.25198,0.2856,1.5201,1.159,0.24803,1.435,0.3204,0.53356,0.5366,0.57937
1.422,1.363,1.1125,3.0102,1.1532,1.6618,2.9198,1.7379,1.2201,1.5192,2.2485,1.4072,2.2883,1.7376,1.2335,1.7332,1.1616,1.4298,1.2975,2.534,2.0401,1.3293,1.1209,1.8916,1.7996,1.967,2.0027,1.0033,1.0232,1.2191,1.3743,1.3609,1.5419,1.1579,1.7242,2.2423,1.3852,0.8929,1.1141,1.2972,0.94565,1.4567,2.0987,2.0333,1.5355,1.5376,1.8207,NA,1.2449,1.3497,1.3246,2.3254,0.84786,1.8322,1.3733,1.2132,1.6656,1.3793,1.1243,1.8831,2.1579,3.0948,1.9498,1.3126,1.5066,1.4909,1.4517,1.5329,0.77366,0.82971,1.3229,1.2422,0.98703,NA,1.2853,0.88949,0.88256,0.82954,1.0773,1.2389,1.278,1.5126,1.6773,1.3353,2.2374,2.6928,1.2578,1.8465,1.4085,1.8088
0.97987,1.5248,1.7,2.514,1.3286,1.8233,1.8026,1.134,1.8649,1.6496,1.7293,1.3974,1.4821,1.4785,1.7742,1.5844,1.9523,2.2015,1.6529,1.6694,1.3807,1.9443,1.5393,1.2517,1.4502,2.0822,2.0266,1.646,1.43,1.7424,NA,2.3996,1.219,1.5587,1.7091,1.2277,1.5074,2.7696,1.7144,1.3409,1.3821,1.4644,1.897,1.6447,1.9427,1.2057,1.5339,2.5108,1.9762,1.5259,1.5914,1.7877,2.0666,1.3802,1.4712,2.4922,2.5164,1.5804,2.042,1.5367,2.2109,1.5017,1.1323,1.8516,2.6122,1.3395,1.688,1.722,1.7836,1.2306,2.066,1.1413,1.3603,1.5448,1.3078,1.2519,1.1628,1.0781,1.0399,1.1417,2.3541,1.04,1.3947,1.2054,0.80346,1.3286,1.7886,1.5452,2.2824,2.8467
2.2402,1.5058,1.4945,1.4058,1.316,1.23,1.1574,1.1389,2.1808,0.75012,1.1287,1.0885,1.7366,1.8986,1.6198,1.5186,1.2955,1.1539,0.81362,1.388,1.5492,1.275,1.0797,1.002,1.7675,1.2244,1.1039,1.002,1.9135,1.2552,1.4144,1.2451,1.981,1.264,1.2468,2.3376,1.4919,1.3657,1.0682,1.7206,1.0125,1.1555,1.1609,0.82956,1.1176,1.4436,1.4727,0.93352,1.7416,1.8753,0.83313,1.1304,1.2299,1.1544,2.2415,1.6389,0.86738,1.5642,1.5778,1.0182,1.5247,1.308,2.04,1.3366,1.52,1.111,1.5748,1.2504,0.88938,1.0842,1.2587,0.84531,NA,1.1699,1.2907,1.1416,2.5782,1.5482,1.0269,1.5987,1.6305,0.97338,1.0941,1.0702,1.0904,1.233,1.8635,1.2192,1.9995,1.0373
1.1244,0.80867,3.1364,2.104,2.1844,1.9991,1.517,1.9092,3.1457,1.5838,1.4523,2.6138,2.6925,4.0754,1.7135,0.86545,1.9369,2.0703,1.9837,NA,2.1688,1.7639,2.6592,2.1672,2.0204,1.7649,0.39884,2,2.8261,2.582,2.2499,2.0315,1.6503,1.7992,1.9904,2.097,2.7996,1.0582,1.9155,1.4897,2.5973,2.644,1.5306,1.8356,0.75968,1.3299,2.3459,1.534,3.2126,1.3165,2.4374,1.9893,1.5072,3.3174,1.5644,4.3884,2.4006,0.95947,2.9109,1.8261,0.91812,0.92965,1.7881,1.7459,1.276,1.2677,2.0453,0.57753,0.93181,2.3269,1.1493,3.0487,0.98677,1.8873,0.35131,1.1377,1.433,3.1665,1.46,2.0654,1.3031,1.1432,1.4748,1.1165,1.7145,1.1621,1.6122,1.8512,2.904,1.4491
2.0318,1.8733,3.0158,2.5573,1.594,2.3101,2.277,1.5803,2.4515,3.0434,2.6111,1.9537,2.4908,2.2362,2.0096,1.8936,1.6747,2.0189,1.726,3.1548,3.648,1.1987,2.1602,1.6854,1.3445,2.782,2.1951,1.317,2.4118,1.1405,3.1574,2.4637,1.3206,2.0299,3.8033,2.4007,1.7171,1.612,1.4369,2.1249,1.7864,1.6299,2.7677,1.5211,1.9594,2.1447,2.3762,1.9184,2.6105,1.6158,2.1295,2.5494,2.2684,2.6476,1.5614,1.5299,2.4267,2.8764,1.5682,1.158,2.2651,3.6108,1.4047,2.8183,2.4178,3.2551,2.1578,1.817,1.5206,1.8503,3.741,1.0327,1.8571,2.8662,1.7874,0.98693,1.5351,1.4172,2.1091,2.3243,1.4544,1.3471,1.6171,1.2792,1.7645,1.2342,2.1598,2.332,1.2592,1.3752
0.80463,0.94765,1.2283,0.86332,1.6257,0.73761,0.16514,0.67693,1.8283,1.0644,2.529,4.2686,1.0985,3.2241,1.434,2.7796,5.7594,0.86681,1.7228,2.71,0.54708,1.3148,1.8784,1.9717,1.8103,1.1022,1.3481,1.036,3.2537,4.6222,0.77378,2.3164,0.99255,1.8262,0.11258,1.514,1.1423,5.8838,2.144,1.9432,1.3813,2.2955,1.2558,3.1968,2.6493,0.10974,1.5644,0.37075,2.2575,1.8896,1.6232,1.1139,0.99661,0.89101,1.6176,1.3193,0.52371,1.2529,1.7182,2.149,2.0405,2.6404,5.1275,1.5866,1.2469,2.2407,3.4224,0.32305,0.51465,1.8061,2.1431,4.9178,5.0153,2.6461,5.4528,2.8127,4.9873,1.4886,5.0231,1.9678,5.41,4.4076,6.099,3.3837,3.5811,5.318,2.9138,3.879,0.95442,2.3885
0.57146,1.5827,1.7944,2.9878,1.0065,1.6973,2.2066,1.5777,1.5462,2.2591,NA,0.95352,1.0379,2.5546,2.0675,3.2029,1.085,1.1845,1.8935,1.0733,1.2937,1.9493,0.83395,1.063,1.8107,2.4181,1.6307,1.6306,2.38,1.1946,2.4162,0.83796,1.6383,2.2037,1.6728,0.74583,2.6728,1.7972,2.0992,1.5394,1.5636,1.1707,0.99492,0.61821,1.6671,2.2163,1.2715,0.96272,1.1632,0.69361,1.1048,1.1573,2.3242,0.59678,1.2875,0.73795,2.5304,1.5452,1.7108,2.3638,0.86961,1.357,1.3834,0.45932,0.46096,1.1131,0.88356,0.64476,0.45755,0.59753,1.9042,0.62444,0.93842,0.45001,1.8029,0.6572,1.4253,0.62854,1.7262,0.94721,1.5323,2.5467,1.3391,1.6816,0.64701,0.59199,1.0275,0.37278,1.8882,0.62994
1.6671,1.4867,1.2918,1.3996,NA,0.80554,1.5852,1.1428,NA,0.73827,1.1372,0.85394,1.5559,0.34119,0.55787,0.62162,1.0518,1.0586,1.232,1.1177,2.2326,0.66012,0.59172,1.4974,0.84127,0.68975,1.4346,1.2455,1.8562,1.3799,0.60999,1.3581,0.50528,0.80726,0.45096,1.3037,NA,0.63313,1.1607,0.46008,0.89585,0.56822,0.3997,0.2638,1.6968,0.52031,0.64724,1.0095,0.53771,0.77614,2.4751,1.6749,2.0416,0.41478,1.1925,0.82,1.9247,0.29555,0.90085,0.72111,0.97046,1.3363,0.91776,1.5446,1.0294,0.74765,1.4247,1.1036,0.48317,2.0772,1.1372,1.2772,1.2723,0.37867,2.5731,0.57976,1.3475,0.79182,1.3918,0.8578,1.4589,0.81294,0.42402,0.87783,0.45652,1.6259,0.46687,0.76102,0.83196,0.34833
0.85728,1.4677,3.0951,2.0348,2.8578,1.1257,NA,0.97385,1.2741,0.74182,3.0724,1.0847,3.517,2.1368,1.5067,1.3968,1.2145,1.0572,2.2971,2.2008,3.1435,1.1449,3.0776,1.6532,NA,1.1639,1.543,1.9932,1.1225,0.57727,1.0641,1.1657,1.3144,1.5824,0.98052,1.5072,0.99676,1.3357,1.012,2.2754,2.825,1.3836,1.5736,0.55602,1.0815,1.0842,0.46174,1.2062,1.7834,1.6642,2.5861,NA,1.4217,1.8131,4.3154,1.5243,1.5608,1.352,1.9666,1.015,0.9149,1.2879,1.2028,1.1312,4.1118,0.97072,1.1969,1.671,0.95647,1.1119,1.2838,2.6582,1.4714,1.389,2.2803,0.27056,1.2467,0.68525,1.0593,1.6159,1.4623,1.1379,1.2065,0.33835,1.1805,1.0094,1.6782,1.1681,1.4752,0.8151
1.6995,1.2409,2.2544,1.5831,1.8104,2.4527,1.0156,2.0558,1.1303,1.6443,1.9898,2.2681,1.2689,1.781,3.2457,0.61832,1.4086,1.6981,2.2,1.1679,2.3782,1.2579,1.4121,1.4276,1.0823,1.121,0.96735,1.2933,2.4651,1.5504,1.7644,2.7699,1.4221,1.1032,1.2335,1.1944,2.7432,1.5254,1.02,1.5067,1.7633,1.2478,1.3196,0.96438,1.6311,0.98824,NA,0.62216,0.97757,1.5149,1.2298,1.205,1.0821,1.3121,1.0265,1.3629,1.7435,1.2674,1.0872,1.8862,1.4566,2.1238,0.65751,1.4883,0.85863,0.65388,2.2298,1.4489,1.3151,2.067,1.4916,1.1468,0.82449,1.278,1.9627,1.868,0.95527,0.95665,0.86867,2.0042,2.9529,0.78048,1.1533,1.0186,1.4147,1.7091,1.6282,1.6648,2.2181,0.81418
0.58744,0.67299,1.1652,1.2916,1.3389,3.0553,0.55337,2.993,1.1744,1.0514,2.3889,0.96147,2.8423,2.2425,2.8516,1.7579,1.1487,1.0177,0.42019,3.1181,3.5285,1.6971,1.4286,1.9958,0.55847,1.7441,1.7076,NA,4.6398,1.9914,1.9965,NA,0.46727,3.2843,2.4074,1.4658,0.49727,1.6122,0.36363,0.37728,0.40145,2.1289,NA,1.5914,NA,1.6302,1.4839,3.687,1.6642,1.7,0.78865,0.79926,0.99691,3.3546,1.2936,1.2805,1.6084,0.7611,0.87672,0.45278,0.32245,1.1629,0.4063,2.6177,2.5382,3.6996,0.42275,2.809,1.0738,2.3618,2.2439,3.925,2.4137,4.407,0.17245,2.1759,0.11256,0.53904,2.4049,1.7389,0.54827,2.9268,0.37898,2.9273,2.0969,1.5544,0.51447,1.6934,2.3132,1.502
0.49258,1.7971,0.63609,1.5289,0.95987,NA,0.43117,0.86854,1.7326,0.77684,0.41416,0.60833,0.49987,1.6733,0.29758,0.38407,0.43977,0.63109,0.35337,0.59166,0.50079,0.69282,0.52218,0.83466,0.38151,0.47698,0.7607,0.44124,1.6806,0.79505,0.33383,0.70675,0.4403,0.32234,0.91346,0.33176,0.31307,0.41974,0.44399,0.76188,0.46029,0.56273,0.58939,1.0617,0.48772,0.9378,0.4199,0.41689,0.4557,0.52158,0.41837,0.41698,0.49847,0.33678,1.161,0.47425,0.56676,0.43197,0.39656,0.41926,0.57943,0.31316,0.37549,0.541,0.50473,0.94696,0.5646,0.81677,0.56566,0.31015,0.36896,1.0783,0.71019,0.37432,1.1127,1.0765,0.49022,0.4104,0.47884,0.40203,1.0526,1.6654,0.44621,0.69441,0.56756,0.7818,1.3109,0.54427,0.9971,1.2704
2.788,NA,2.957,3.0441,4.1248,2.7165,3.4553,3.4727,2.1921,3.3053,1.8024,2.9187,3.2077,2.2063,2.2618,3.3377,2.0193,2.2356,2.6935,2.0388,1.9371,1.9301,1.976,1.4512,1.9698,1.9177,1.839,1.902,1.2874,2.4129,1.9186,2.7228,2.0795,1.8102,2.0388,2.3905,2.2543,1.5076,2.1489,1.6099,1.9782,2.3337,1.7892,1.8333,1.6281,2.1624,1.4253,1.9545,1.5034,1.7279,1.6826,2.1398,2.342,1.6516,1.7826,2.3716,1.5709,1.6549,1.3588,3.116,1.914,1.6559,1.6304,1.3648,2.353,1.7864,2.5933,1.7259,1.5905,1.4693,1.2882,2.742,3.4963,1.9381,1.8372,1.6895,3.5071,2.4414,1.5669,2.3918,1.9139,1.7352,1.9106,1.4131,1.4821,3.2036,2.2502,2.3739,2.0234,2.6598
1.8092,1.7854,1.65,1.6275,2.0682,1.1929,1.1847,1.475,2.2114,1.8858,2.0471,1.825,1.6595,1.482,1.8985,1.4455,0.99764,1.768,NA,1.305,1.9577,1.0662,1.322,1.5022,1.0902,1.2213,2.0314,2.2154,1.3938,2.2292,1.6883,1.0859,3.2442,1.4393,1.7984,1.5308,1.0891,1.1871,1.6907,1.2968,1.4098,1.1002,1.2952,1.6043,1.3918,1.0607,1.3497,1.8022,2.5758,2.2146,1.7012,1.055,1.797,1.4706,1.1177,1.1726,1.3703,2.2595,2.1065,1.1023,1.124,1.5063,2.7729,2.7277,NA,2.7015,2.113,2.1862,1.6775,1.7242,2.0768,1.6121,1.5636,1.4334,1.5692,1.6254,1.6436,2.1412,1.2578,1.0716,1.5919,1.4288,1.4328,1.8881,1.0693,1.2809,1.3604,1.4323,2.2762,3.1256
0.58451,2.1425,3.2989,2.0954,1.6766,1.2875,1.1557,1.6024,2.6157,1.9262,1.6158,NA,2.4015,1.9771,1.8211,1.7612,0.74795,1.3238,1.0719,3.0004,0.85431,1.6312,1.647,0.89865,1.4226,1.645,1.3642,1.1916,0.88366,1.9882,1.8571,1.0981,3.0219,0.45085,1.6502,2.3922,1.4144,1.865,1.344,2.3891,2.1865,2.3831,1.3813,1.0512,1.3012,2.4244,2.2235,2.415,2.1135,1.1635,1.9923,1.3439,1.7545,1.3001,1.3825,1.1266,1.4499,2.8144,1.196,3.3329,1.2074,1.7126,1.8217,NA,1.1609,1.7114,1.759,1.0394,1.6021,1.5376,1.5653,1.5887,1.7141,1.3318,1.5527,0.67149,1.3731,1.8262,1.543,1.4919,2.0809,1.3305,0.79315,1.8704,1.2454,1.6067,1.0266,1.9832,0.86802,2.1951
1.4615,1.2651,2.0249,1.9523,1.6635,2.7539,2.8082,1.5787,2.1312,1.9922,1.6659,1.9437,1.4159,1.719,1.8096,1.8496,1.9326,1.0532,1.8812,1.3855,1.5045,2.0779,1.6987,1.0067,1.4187,1.2005,1.4195,1.504,1.5542,1.1747,1.5668,1.0736,1.1906,1.3022,1.6627,1.0712,1.1254,2.1116,1.309,1.3367,1.4699,1.1303,0.97276,1.171,2.8019,1.3221,1.7035,1.0825,2.314,1.4145,0.95508,2.6297,1.1067,2.2327,1.8181,1.8642,1.5766,1.3911,1.6722,1.1975,1.4203,1.8356,1.3398,1.4088,1.393,NA,1.608,1.2397,2.2236,1.4573,1.3054,1.9019,2.2043,0.99281,1.5952,1.5122,0.92255,1.0388,2.0006,1.1771,1.694,1.9098,0.82408,1.4485,1.3146,1.8412,1.4574,1.52,1.3451,1.2781
