Sub,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
Sub31,3.770195125,4.249197889,4.061774164,4.045920601,4.426162671,4.362143129,3.907243111,4.085553122,4.152016801,4.075816136,4.09949572,4.025067376,4.148399445,4.421097938,4.091961216,4.1744287,4.252031309,4.210940098,4.266160574,3.966580106,5.060255357,4.745749418,4.595461976,4.922727826,4.62728652,4.460366686,4.781092077,4.473804003,4.701439705,4.379120832,4.184067272,4.566472,4.35697897,4.691590116,4.611911219,4.711991059,4.639136707,4.712037212,4.700767108,5.012469219,4.756828483,4.722852337,5.176661034,4.928827902,4.699641413,4.701656148,4.890351925,4.979141097,4.937613028,4.734103512,4.931119407,4.869678733,4.775288756,5.02230006,4.795927966,4.570764986,4.830621381,4.654970114,5.058439025,4.739939192,4.781543453,4.663917706,4.64217975,4.627051081,4.755940002,4.770927645,4.76730739,4.738512657,4.746984699,4.456021528,4.572091557,4.974626452,4.184023526,4.638968382,4.77644,4.185903409,4.571649402,4.596052857,4.605041036,4.528048791,4.545885666,4.746405688,4.469629251,3.790764854,4.758752542,4.033,4.393056534,4.6156875,5.2475,3.533940165
Sub32,3.473110727,3.457031742,3.624896308,3.927414091,3.927621023,4.122252695,3.628292756,3.768537008,3.857006368,3.97433295,4.077030602,4.051168038,4.20437913,3.849241166,3.855384513,4.376388891,4.538459315,4.236242641,3.762007986,4.107680107,4.142328324,4.263773335,4.343906,4.191354057,3.888115242,4.370916531,4.391153336,4.312829671,4.310999135,4.307404463,4.022406704,4.16799653,4.153734276,4.473481718,4.098710852,4.174183038,4.423983654,4.69645732,4.347619298,4.528839906,4.477781035,4.226891581,4.625400835,4.595217063,4.418174694,4.59814881,4.462077884,4.471146734,4.527837287,4.615771446,4.593791384,4.708442827,4.472839618,4.334083305,4.506127794,4.160079036,4.367667111,4.581508152,4.736568135,4.534910821,4.509956025,4.35691189,4.500523233,4.297255858,4.491778507,4.65417713,4.705316401,4.659475505,4.516442041,4.538554066,4.49647318,4.512172354,4.842929129,4.330838151,4.019102713,4.149940741,4.58566476,4.586904324,4.361566886,4.636631828,4.641018989,4.687083646,4.754690882,4.658734432,4.714121769,4.763364414,4.553269285,4.667746611,4.599424508,4.614292199
Sub33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub36,4.816388562,4.871448265,4.957855222,5.002406801,5.012259044,4.95586864,5.331423465,5.315247341,5.312586636,5.490484482,5.370329722,5.415941373,5.51463368,5.459611317,5.419796188,5.390640376,5.602755126,5.640735103,5.66218656,5.506361418,5.589645131,5.644159284,5.573911571,5.571342527,5.433124514,5.504507766,5.614748646,5.575507844,5.496327175,5.437027507,5.410854473,5.48895312,5.532996305,5.522616314,5.601125759,5.434747982,5.520192945,5.377243664,5.523182592,5.543121142,5.588790026,5.474066803,5.423254252,5.45097923,5.34660612,5.364276915,5.377970898,5.485487449,5.51723881,5.483910501,5.495440537,5.492775439,5.524484765,5.562805724,5.567018777,5.479011507,5.563174679,5.566485596,5.538451596,5.563007243,5.418980784,5.45777831,5.493563725,5.481269657,5.47560952,5.497634084,5.4735725,5.447201943,5.50192485,5.544461164,5.533069473,5.563139362,5.429027631,5.441801156,5.462658832,5.526103187,5.514159352,5.363172421,5.490270731,5.559125151,5.524749,5.567565794,5.518776064,5.41970781,5.487201696,5.494406644,5.505636445,5.35385956,5.546485442,5.504132257
Sub37,4.919196869,4.883699461,4.906978691,4.943628931,5.012139379,5.075946938,5.103629773,5.167073533,5.149575773,5.17999799,5.068916199,5.18772438,5.108997094,5.114830992,5.147645007,5.106880267,5.108683932,5.172802708,5.158756113,5.2303621,5.153718918,5.298205333,5.174164486,5.158809243,5.154119334,5.178895859,5.208952298,5.307270984,5.211858974,5.18298582,5.177440549,5.293285469,5.187130413,5.266027221,5.286395685,5.241336923,5.22063691,5.234618242,5.221316408,5.202385797,5.202831023,5.214282502,5.209492945,5.178763547,5.147739914,5.190007864,5.161746377,5.207465983,5.247378241,5.177895062,5.281765514,5.084161357,5.135175184,5.128705696,5.21342944,5.297979135,5.190339018,5.150419491,5.197829046,5.226826131,5.30018948,5.225366278,5.299515217,5.255550164,5.165517303,5.087512821,5.06497824,5.120164759,5.056996933,5.101572797,5.138840483,5.265502763,5.027682329,5.116221141,5.090485981,5.04242973,5.017722567,5.068808308,5.144250959,5.218227718,5.106828633,5.000487238,5.140210147,5.195472246,5.116399458,5.128658816,5.136485265,5.041407461,5.090297429,5.014521134
Sub38,4.483605114,4.809295278,4.815028403,4.772924126,4.926676861,4.890676795,4.888715869,5.138589757,4.98677101,5.181691871,5.200488041,5.276449637,5.440750231,5.310239319,5.361057832,5.401250032,5.380632932,5.450761391,5.434559538,5.239721415,5.329528876,5.447575343,5.403869491,5.525444412,5.449920098,5.498813686,5.467465769,5.381151424,5.457919495,5.538237042,5.429824973,5.583399316,5.644193428,5.694543896,5.654963264,5.61456,5.587391997,5.72809345,5.653507931,5.653206812,5.684096669,5.679735689,5.73582265,5.750497392,5.712050184,5.713780936,5.749918767,5.666879491,5.750603082,5.605574261,5.697596143,5.767481373,5.724461192,5.842385617,5.691093974,5.716848603,5.64837231,5.723153875,5.772985334,5.682299957,5.704436164,5.767451511,5.714599179,5.646156857,5.755423041,5.810509698,5.693982709,5.726781952,5.724233924,5.671925471,5.798086095,5.690212625,5.604969795,5.69574185,5.725251893,5.798441328,5.831193948,5.801192798,5.740075482,5.754372834,5.777682677,5.765657719,5.833248663,5.818938693,5.888718285,5.752330308,5.74787327,5.814404579,5.856903924,5.543875947
Sub39,3.670746717,3.848914959,3.491319491,3.603459008,3.80191706,4.214534607,4.044272791,4.138082274,4.245650667,4.240371327,4.11135899,4.257104287,3.996305516,4.047452533,3.942995472,4.38521358,4.140664037,4.387023282,4.488185019,4.123447038,4.332669669,4.417002482,4.337652127,4.273094291,4.010400988,4.211287199,4.306020625,4.337879767,4.290611221,4.284662018,4.547303718,4.419891785,4.246326882,4.342959842,4.143470297,4.371097744,4.588305966,4.357236289,4.432905345,4.048480459,4.11482485,4.378625806,4.540918378,4.681347059,4.594442204,4.24560394,4.458355953,4.672647438,4.435069069,4.489566554,4.576327876,4.493633877,4.596349901,4.57651643,4.66488625,4.548978002,4.224947867,4.536491368,4.81806319,4.685237219,4.555375783,4.319902301,3.943635753,4.249182049,4.155462519,4.022757447,3.870642953,4.215144986,4.323132943,4.490249427,4.416207461,4.39220343,4.413164184,4.62009773,4.478115148,4.304536658,4.408516331,4.476003399,4.316897089,4.567067821,4.275929557,4.483683316,4.559675328,4.069282282,4.284664058,4.44037558,4.477795549,4.409173069,4.656521228,4.284352784
Sub40,5.138426571,5.324621947,5.396049348,5.418889116,5.456101838,5.525182909,5.661272446,5.62321194,5.670015042,5.600716691,5.65055043,5.60216838,5.629580927,5.719334193,5.655510577,5.711186897,5.652733176,5.679627242,5.68676169,5.73549586,5.7983251,5.75970246,5.715561823,5.707224289,5.699032086,5.679729408,5.754200884,5.739292119,5.699336248,5.678853514,5.778039677,5.653893805,5.77818417,5.6136846,5.71304888,5.631189246,5.598282593,5.702332788,5.705427363,5.591059194,5.706238832,5.767936201,5.725732299,5.678362413,5.692415906,5.607379599,5.682183312,5.634811149,5.660274885,5.612901026,5.524967151,5.673923301,5.626181046,5.704576128,5.643191497,5.45980265,5.507142381,5.526683138,5.554260786,5.419017852,5.430942966,5.390944988,5.585791074,5.587032631,5.587261965,5.492483585,5.505110582,5.477661064,5.461116265,5.595073585,5.596083166,5.592589845,5.460885624,5.605289838,5.643736576,5.553786475,5.523331505,5.580801969,5.417985559,5.496601857,5.34021988,5.362422849,5.307180361,5.440217997,5.334561366,5.264392636,5.348659366,5.399801823,5.341831172,5.413404442
Sub41,4.188411304,4.042187174,4.269609422,4.344393438,4.43757312,4.551712923,4.421573262,4.276221351,4.449032563,4.272674173,4.293084962,4.461285202,4.341758302,4.459796837,4.280655468,4.245289809,4.31892178,4.075088488,4.294137795,4.257954661,4.361925624,4.463995262,4.494860974,4.484369656,4.378840911,4.327621264,4.565278771,4.631608103,4.595718746,4.576811567,4.527810564,4.513088336,4.633525054,4.693956072,4.760134762,4.671385496,4.661628154,4.544613922,4.717774753,4.80649714,4.725645578,4.89925132,4.809644971,4.788413558,4.784498104,4.742922768,4.849632642,4.735794247,4.709520792,4.85282269,4.713453782,4.680434608,4.743705752,4.840409398,4.808569013,4.936994297,4.667157241,4.751613621,4.65321923,4.731356921,4.757960168,4.755044376,4.75104191,4.703956687,4.783506794,4.739162241,4.757894127,4.808069372,4.650374478,4.746037756,4.859273057,4.853175934,4.825633209,4.76288067,4.720926316,4.589857303,4.77063964,4.795176628,4.716574874,4.739737388,4.576064243,4.696150462,4.792844086,4.60656283,3.885201287,3.550309475,3.858183094,3.579533248,3.62232933,3.556943974
Sub42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub43,3.585549076,3.407656888,3.653887305,3.797601342,3.776062117,3.718321978,3.618508124,3.712916797,3.975847423,3.350315887,3.849655151,4.004923925,3.636099933,3.755192214,3.71207265,3.795413929,4.002955529,3.962310491,4.0119375,3.604891274,3.729671614,3.595135193,3.620069024,3.701821086,3.966389507,3.747516096,3.697643267,3.801496622,3.289925919,3.261373815,3.634765475,3.943466424,3.852833809,3.440940855,3.813179825,3.614665577,4.187446828,4.05745524,4.318826644,4.252599769,4.166849067,3.98242261,3.936274835,3.944441048,4.03999969,4.031489824,4.107299386,4.251938475,4.166695474,3.870112409,3.793273923,4.218065798,4.326025231,4.270439146,4.080869565,4.128900962,4.157003517,4.27370393,4.263618167,4.335954109,4.267420873,4.237343706,4.364110553,4.296359025,4.301053114,4.380526786,4.152962355,3.98210462,4.074045455,4.197612903,4.3365,4.220538462,4.224274933,4.056991741,4.022857345,4.019984655,3.911354298,3.953740351,3.826657801,4.23717381,3.828986922,4.05881257,3.895531215,3.760404848,4.117869473,4.131569571,4.089220248,4.230558563,4.14226533,3.692450495
Sub44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub45,5.860564617,5.969583026,5.945359597,6.299395833,6.402754515,6.647112355,6.476594907,6.608127871,6.597372701,6.574350818,6.65506404,6.531219234,6.589907634,6.795577505,6.489147066,6.447651413,6.402508656,6.400849019,6.408763882,6.488266397,6.592137355,6.614360438,6.511105452,6.404095791,6.431443146,6.359068862,6.393378533,6.562574056,6.546761879,6.480497767,6.522774356,6.574350716,6.357695073,6.450208222,6.37286883,6.478810695,6.645997461,6.425896452,6.470852229,6.462568669,6.589815726,6.554619653,6.477404177,6.427408468,6.500606668,6.489767132,6.453807743,6.568904507,6.551885381,6.521198788,6.442168712,6.557140373,6.492929342,6.543045608,6.433334136,6.471100978,6.485134247,6.409370047,6.523421877,6.427667391,6.25657696,6.303434166,6.23125931,6.280158352,6.451556931,6.601099765,6.344250968,6.323193831,6.511420156,6.165306166,6.284098032,6.427654108,6.393247563,6.374432644,6.268551754,6.431317083,6.241186395,6.355699783,6.366438655,6.175594308,6.158790292,6.111234627,6.156091722,6.383541017,6.143165421,6.072528635,5.874793797,5.544259673,6.04673952,6.046085489
Sub46,5.047946743,5.000024246,5.182321441,5.093695894,5.20863474,5.311304598,5.324489132,5.434368134,5.387699233,5.532000558,5.423895326,5.499135591,5.615770339,5.484682413,5.464775347,5.405609176,5.457042784,5.406891678,5.273585221,5.296070073,5.292058411,5.375510842,5.294297219,5.374306893,5.495811354,5.339209031,5.46672212,5.270783798,5.361448313,5.487269053,5.443527179,5.434919592,5.153693015,5.48667118,5.472998337,5.492693318,5.647615642,5.58865303,5.575751054,5.357705132,5.268390058,5.585957558,5.321923112,5.391991836,5.413418996,5.437162039,5.35687692,5.443447437,5.436925353,5.576357894,5.028099752,5.267978849,5.37760946,5.369877012,5.527616329,5.282522123,5.341086298,5.335413434,5.041269443,5.309046555,5.321642992,5.377282121,5.463170419,5.448739297,5.012752861,5.135592225,5.333553187,5.40627304,5.398151334,5.379186382,5.37336577,5.366191668,5.352492302,5.137761323,5.410758429,5.451013804,5.470996153,5.37058171,5.47700653,5.429908044,5.244756989,5.41816845,5.17562826,5.356070045,5.322465525,5.157073435,5.330791896,5.100939865,5.226827792,4.887793363
Sub47,3.850853537,3.953424246,4.133950731,4.442615407,4.661565814,4.854064633,5.071493499,4.946971698,5.058841571,5.339105561,5.211099696,5.19944095,5.084313675,5.202666606,5.195638531,5.171960459,5.239390596,5.268734834,5.322749602,5.426138605,5.058567439,5.28025085,5.566751447,5.379983509,5.085412281,5.425394588,5.467190887,5.324231189,5.569571193,5.703864337,5.379717032,5.426522764,5.437601789,5.508409147,5.274330361,5.614377202,5.532358039,5.639261506,5.570269311,5.646815868,5.419838933,5.590877827,5.59793415,5.728757702,5.531582113,5.457496124,5.627907045,5.380444504,5.716624974,5.545465899,5.604892588,5.595222615,5.626657671,5.771158914,5.590035129,5.704028488,5.562604747,5.584904019,5.455739319,5.726357628,5.496377101,5.569485031,5.793489176,5.691333524,5.625543877,5.542729311,5.50935765,5.493337794,5.553546982,5.667249773,5.615171124,5.379546358,5.229754719,5.616961995,5.34379041,5.433014442,5.509697705,5.616272203,5.542682473,5.568327719,5.388975241,5.593502315,5.570991592,5.550941962,5.475662207,5.278514209,5.431330207,5.538222151,5.670416953,4.571853786
Sub48,4.779765247,4.94155195,5.116590864,5.228366557,5.363176911,5.642431574,5.496563085,5.533813784,5.627362648,5.925508755,6.005677849,5.664140258,5.446503127,5.823974841,5.988234317,5.752394154,5.871493888,6.124234906,5.871244068,6.197496783,6.162192483,5.88135669,6.142594191,5.99943503,5.893029735,6.155125315,6.261774295,5.934229406,5.822036709,6.039675626,5.82272046,5.615041313,5.758675025,6.044770964,6.085009509,6.193913382,6.249731463,6.131326389,6.05225197,6.191290659,6.007139858,5.929967719,6.083882176,6.223729348,5.978887961,6.191016185,6.308375453,6.347021618,6.326147248,6.189323418,5.85100082,6.124513547,5.997558566,6.133777473,6.079711728,5.993599138,5.65036834,6.039278388,6.011806512,6.190066428,6.218725897,6.290093442,6.280110372,6.186783116,6.181363431,6.145592359,6.093004214,5.863546267,5.939675725,5.898989417,5.917968143,6.000205194,5.696407037,5.840068202,5.484465765,5.71368029,5.873833221,5.821290963,5.463481272,5.730641869,5.704419421,5.666067534,5.711063189,5.634771775,5.57913936,5.686503382,5.805369497,5.83037356,5.935020559,5.629293395
Sub49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub50,4.706994031,4.686368391,4.832106846,5.110953242,4.862622882,5.12333186,5.017875902,4.971276384,5.148987503,4.960424828,5.014801271,4.962462717,4.871211036,5.06612737,5.184952921,5.130065344,5.295349064,5.277762762,5.224144266,5.256624732,4.995301101,4.861490993,5.005697797,4.982142807,5.292087164,5.169959156,5.050999332,5.008077912,4.972042693,5.170831701,4.871569373,5.147591191,5.229635926,4.999791496,5.208410126,5.180413029,5.10696919,5.224259363,5.177383359,5.050851055,5.238327406,5.009292026,5.051028078,5.052535457,5.195268216,4.966314989,4.941641398,4.718353532,4.850909898,5.027886394,5.005797764,5.00405076,5.052419418,5.079026227,5.049743337,5.102806128,4.855882611,5.183205106,5.17798522,5.104074338,5.149008616,5.316565083,5.020966064,5.153386802,5.163358682,4.965234857,5.389915422,5.077854011,5.051674469,4.988302352,4.848152411,5.003950033,4.826623124,5.291297202,4.97777427,4.952164308,5.077823749,4.956596304,4.824693228,4.663295183,4.678419526,4.946880476,4.77486114,4.498467343,4.667664908,4.615427504,4.72832961,4.627424483,4.528085286,4.749687527
Sub51,3.967813468,3.702804054,3.895632027,4.153852792,4.213292612,4.398008856,4.279054447,3.920793427,4.261024745,4.155650287,4.11006059,4.330657522,4.000302204,4.065865074,4.036310451,3.792337773,4.057995276,4.127274494,3.95911059,4.114130431,4.142110487,4.275764948,4.115032583,4.029934686,4.10941133,4.125299186,4.148229535,4.043940884,4.050143692,4.189004267,3.90094051,4.101326147,4.115108133,4.190055029,4.002763089,4.023332234,4.059754441,3.87884848,4.237430301,4.187769333,4.303808287,4.049534895,4.212585607,4.12983802,4.311650757,4.362451339,4.078888186,4.343992703,4.257077701,4.159692919,4.371461607,4.219716048,4.057800442,4.210716156,4.158433569,4.191941567,4.175204753,4.215159536,4.177078171,4.122827188,4.144659316,4.122732431,4.00990677,4.12949561,4.336426102,4.225652182,4.226805546,4.480282357,4.388212863,4.218129207,4.212220445,4.234483932,4.197275457,4.206180621,4.478978601,4.313300723,4.53777001,4.336915337,4.253310725,4.420595292,4.604787815,4.706883391,4.727120941,4.901959435,4.791126341,4.657698438,4.731768651,4.84829251,4.882145667,4.648173625
Sub52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub54,4.269336234,4.42537746,4.678479187,4.666095063,5.132823365,4.434194231,4.809474925,4.698816791,5.052373279,5.000843539,5.102735656,4.631931459,4.74062811,4.851420631,5.03736102,5.200538524,5.143055008,4.842653706,4.70762068,4.841816568,4.924882828,4.852978669,4.954381277,5.194640847,4.619495374,4.812429863,4.863041796,4.833122046,5.068439964,5.484508718,5.284959452,5.308943457,4.974775381,4.628931575,5.124039904,4.883809352,5.224701469,5.084988223,5.192364777,5.127517596,5.174137793,5.372468023,5.187999458,5.365932907,5.324794415,5.13796023,5.048978964,4.911091029,4.909486309,5.048668063,5.288051473,5.156369434,5.345657321,4.956113605,4.977469278,4.843357368,5.190647121,4.957452476,5.214484997,4.703725129,4.94263757,4.895778518,5.054043794,4.902599586,5.008588307,4.811618736,4.771906958,5.02461268,5.182524865,4.997469375,5.138589106,5.201459039,5.060670556,4.837695088,5.059728814,4.892856179,5.247853432,5.155181671,4.97846903,4.862356529,5.102491328,4.94103281,4.940945391,4.779171453,4.750486397,5.036714984,4.969657937,4.656762495,5.009567432,4.579699238
Sub55,4.350014136,4.251306788,4.381411757,4.529039133,4.525027632,4.588679876,4.52721842,4.614419543,4.752754354,4.598600431,4.734963489,4.612783361,4.844728166,4.578107358,4.861083631,4.789745985,4.538815825,4.595217243,4.661612669,4.638830656,4.7684235,4.422729592,4.389064779,4.534406967,4.55131325,4.618374282,4.555342081,4.511228743,4.592401335,4.506934369,4.655765718,4.321728162,4.27018932,4.503029809,4.25616213,4.171325908,4.354596338,4.098445412,4.27554683,4.31907125,4.575987852,4.420082627,4.442425295,4.417326415,4.501614234,4.386010834,4.16069556,4.261612102,4.523225094,4.368876107,4.413076879,4.371672609,4.180826995,4.252759448,4.164564707,3.868592276,3.92947447,4.2892473,4.213593538,4.356212902,4.219357403,4.376189276,4.413974961,4.537794226,4.574384547,4.401255865,4.371055166,4.136324705,4.226725296,4.085698545,4.132825601,4.213061224,4.341878827,4.17294424,4.384950134,4.094174578,4.156218973,4.205356923,3.981765002,4.310316514,4.360544467,4.317107122,4.216586337,4.168926531,4.310861127,4.273594799,4.281093395,4.444749171,4.485727692,4.318968294
Sub56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub58,4.493264505,4.581468545,4.701306087,4.896527494,4.968211952,5.133386632,5.079600946,5.140661924,5.204529943,5.236079124,5.22848954,5.262118333,5.304347238,5.191467886,5.246646755,5.167857286,5.324994757,5.361044235,5.344065931,5.372518842,5.357340135,5.195113338,5.159779111,5.22710641,5.176287335,5.34433249,5.350077464,5.355689598,5.322151914,5.30365661,5.353747147,5.265147592,5.415150274,5.351114253,5.308363702,5.25243304,5.388780552,5.420393802,5.402826747,5.393215711,5.438932745,5.397322189,5.440750938,5.402522217,5.393602781,5.321260161,5.369322733,5.367671096,5.346673428,5.242131735,5.345443059,5.284072829,5.335035744,5.25923874,5.310269562,5.294821005,5.321140084,5.277393581,5.315604773,5.305553817,5.358691038,5.286535726,5.327127166,5.289832162,5.12997805,5.213211357,5.280831174,5.274199929,5.275648049,5.301148022,5.301099871,5.260101681,5.115734888,5.346478366,5.278432718,5.285776517,5.214000592,5.274161108,5.245083734,5.235094124,5.250863336,5.161838092,5.166451373,5.180148555,5.198671301,5.239950489,5.193540158,5.234630027,5.082889683,5.070214221
Sub59,5.151774346,5.282423267,5.175150736,5.558819697,5.668127778,5.883740553,5.897234358,5.846499649,5.728684973,5.611916761,5.908453358,5.921255973,6.208470698,6.097773024,5.870804465,5.835746786,5.905895317,5.846681769,5.778289342,6.068194863,5.811729961,5.773882919,5.802597271,6.005419098,5.82030007,6.011820316,5.798885002,5.716994554,5.952894341,5.934069021,5.70729168,5.87583883,6.023699641,5.877530437,5.993759459,5.815194361,5.747028018,5.749019041,5.975556925,6.084620192,6.099939483,6.120894423,6.072910889,6.117733808,6.161241798,6.047210494,5.980722502,6.08536828,6.171504433,6.06635495,6.034748159,5.738314253,5.742694651,5.832172724,5.973867406,5.944271917,6.04955063,6.026052325,5.660558798,5.966549189,5.957948512,5.778087267,5.962011843,5.983175005,5.933752468,5.927167001,5.737835466,5.861238746,5.713067966,6.090579949,5.982772524,5.798130247,5.986891658,5.88062074,5.753278282,5.898852512,6.06369,6.086861369,6.131770408,5.963076069,5.841786019,5.901281228,5.901503416,5.936580003,5.772984065,5.683538041,5.921215352,5.858001744,5.783459155,5.72219583
Sub60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
